,Gr Liv Area,Lot Area,Total Bsmt SF,Lot Frontage,Garage Area,House Age,Total Porch SF,Overall Cond,Overall Qual,Mas Vnr Area,Total Bathrooms,Mo Sold,Garage Yr Blt,Sale Condition,SalePrice,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MS SubClass_20,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_150,MS SubClass_160,MS SubClass_180,MS SubClass_190
2320,1792,11846,1792.0,72.0,874.0,2,255,5,9,562.0,3.0,8,93,4,374.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,2728,20431,1848.0,56.0,706.0,0,0,5,9,870.0,3.5,4,96,5,437.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2322,1904,10927,1058.0,74.0,736.0,1,239,5,8,280.0,3.5,6,93,4,275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2323,1914,13215,1420.0,69.22459016393442,746.0,2,295,5,8,112.0,3.5,2,94,4,279.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2324,1364,7052,1364.0,43.0,484.0,1,228,5,7,240.0,3.0,6,95,4,185.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2325,1565,5911,1560.0,48.0,556.0,1,252,5,9,278.0,3.0,3,95,4,282.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2326,1368,6955,1368.0,48.0,474.0,0,167,5,7,94.0,2.0,9,95,5,202.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2327,1368,6792,1368.0,40.0,474.0,0,167,5,7,94.0,2.0,3,95,5,202.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2328,1686,7740,1686.0,61.0,899.0,0,366,5,9,518.0,3.0,6,96,5,332.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,1666,6373,1666.0,48.0,575.0,0,303,5,9,572.0,3.0,6,96,5,310.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2330,1405,3136,1405.0,69.22459016393442,478.0,3,184,5,7,163.0,2.0,3,93,4,171.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2331,1316,10237,1316.0,65.0,397.0,0,123,5,6,0.0,2.0,10,95,5,169.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,1456,10237,728.0,65.0,390.0,0,24,5,6,0.0,2.5,2,95,5,170.44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2333,1492,10237,738.0,65.0,440.0,0,32,5,7,0.0,2.5,9,96,5,169.985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2334,1496,17104,654.0,58.0,426.0,0,124,5,7,0.0,3.5,9,96,5,179.665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2335,1863,14054,879.0,58.0,660.0,0,117,5,7,0.0,2.5,11,96,5,219.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2336,1326,11660,1326.0,102.0,427.0,0,100,5,6,0.0,2.0,7,96,5,174.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,1456,15578,728.0,105.0,429.0,0,0,5,6,0.0,2.5,5,96,5,172.785,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2338,2373,11631,1052.0,96.0,632.0,1,166,5,8,236.0,2.5,6,94,5,258.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2339,1492,9073,738.0,75.0,440.0,0,132,5,7,0.0,2.5,10,96,5,185.101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2340,1364,3087,1220.0,43.0,437.0,0,116,5,7,14.0,3.0,11,96,5,210.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2341,1557,3196,1374.0,69.22459016393442,420.0,2,163,5,7,18.0,2.0,10,93,4,234.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2342,1456,3196,1273.0,69.22459016393442,400.0,3,163,5,8,40.0,2.0,5,93,4,215.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2343,1511,2938,1368.0,69.22459016393442,398.0,4,160,5,7,40.0,3.0,5,92,4,246.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2344,1414,3072,1375.0,69.22459016393442,398.0,2,164,5,7,18.0,2.0,5,94,4,178.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2345,1548,3072,1365.0,69.22459016393442,388.0,2,163,5,7,18.0,3.0,9,94,4,225.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2346,1248,3010,1248.0,43.0,438.0,0,108,5,7,16.0,2.0,3,95,5,167.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2347,1142,3010,1142.0,43.0,440.0,0,90,5,7,14.0,2.0,6,95,5,156.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2348,1506,3013,1362.0,43.0,440.0,1,162,5,7,145.0,2.0,4,95,4,213.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2349,1567,3982,1520.0,53.0,648.0,0,312,5,8,0.0,3.0,10,96,5,264.561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2350,1500,4045,1356.0,53.0,648.0,0,181,5,7,45.0,3.0,10,96,5,246.578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2351,1838,21930,732.0,60.0,372.0,1,140,5,5,0.0,2.5,7,95,4,192.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2352,1509,7861,783.0,69.22459016393442,393.0,3,175,5,6,0.0,3.5,6,92,4,183.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2353,1414,9056,707.0,74.0,403.0,2,135,5,8,0.0,2.5,10,94,4,178.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2354,1598,9171,848.0,59.0,433.0,1,148,5,7,0.0,2.5,7,94,4,201.49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2355,1936,11194,1406.0,106.0,504.0,6,312,5,8,40.0,2.5,11,90,4,230.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2356,1509,7875,783.0,63.0,393.0,3,75,5,7,0.0,2.5,7,93,4,180.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2357,1664,8121,953.0,69.22459016393442,460.0,6,140,5,6,0.0,2.5,1,90,4,172.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2358,1889,8658,982.0,69.22459016393442,431.0,6,0,5,6,0.0,2.5,4,90,4,215.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2359,1886,11214,930.0,69.22459016393442,431.0,7,89,5,7,0.0,2.5,7,88,4,199.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2360,1671,10852,959.0,58.0,472.0,6,38,5,6,0.0,3.5,2,90,4,173.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2361,2322,12104,1035.0,69.22459016393442,617.0,0,445,5,7,0.0,3.5,8,96,5,287.602,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2362,2291,8738,975.0,66.0,429.0,7,192,5,7,302.0,2.5,2,89,4,230.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2363,2392,9452,1396.0,82.0,870.0,8,70,5,8,423.0,3.5,6,87,4,348.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2364,1976,9660,1044.0,84.0,885.0,8,241,5,8,242.0,3.5,2,88,4,286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2365,2234,9545,1160.0,83.0,768.0,6,50,5,8,322.0,3.5,6,90,4,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2366,2855,9233,1540.0,69.22459016393442,774.0,6,302,5,9,877.0,3.5,3,90,4,405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2367,1924,12011,1086.0,78.0,592.0,8,657,5,8,530.0,3.5,6,88,4,280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2368,2263,12090,1141.0,93.0,420.0,8,267,5,8,650.0,2.5,7,88,0,258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2369,2726,10019,1342.0,83.0,725.0,11,644,5,8,397.0,2.5,6,85,4,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2370,2494,10236,1290.0,69.22459016393442,803.0,11,295,5,8,501.0,3.5,6,84,4,321.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2371,2526,10120,1165.0,92.0,844.0,12,387,5,8,391.0,3.5,12,84,4,290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2372,2799,12585,1286.0,69.22459016393442,704.0,13,568,5,8,420.0,3.5,10,83,4,315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2373,1964,12447,1100.0,75.0,760.0,0,270,5,8,192.0,2.5,1,95,5,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2374,2097,20896,2077.0,49.0,1134.0,0,459,5,8,0.0,2.5,1,95,5,423.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,1660,10182,1660.0,85.0,500.0,0,372,5,8,420.0,3.0,5,96,5,290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,1616,8688,1616.0,73.0,834.0,1,267,5,7,228.0,2.0,4,95,4,232.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,1504,10936,1504.0,85.0,510.0,0,144,5,8,60.0,2.0,9,96,5,199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,1278,8640,1278.0,72.0,584.0,0,60,5,8,0.0,2.0,10,96,5,198.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,2640,13162,2036.0,100.0,792.0,0,265,5,9,0.0,4.5,11,96,5,405.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2380,1489,11216,1489.0,81.0,776.0,0,140,5,8,0.0,2.0,6,96,5,232.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,1939,10728,1095.0,84.0,1053.0,0,243,5,8,0.0,2.5,8,96,5,266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2382,1553,8125,756.0,65.0,615.0,0,45,5,7,0.0,2.5,3,95,5,186.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2383,1716,8125,858.0,65.0,615.0,1,53,5,6,0.0,2.5,2,95,4,200.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2384,1576,8125,770.0,65.0,614.0,0,50,5,7,0.0,2.5,8,96,5,197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2385,1262,7200,1262.0,60.0,572.0,0,120,5,6,68.0,2.0,5,96,5,185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,1266,7500,1257.0,62.0,453.0,1,182,5,7,0.0,2.0,4,95,4,176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,1301,7200,1293.0,60.0,572.0,0,337,5,7,0.0,3.0,8,96,5,187.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,1142,7733,1142.0,74.0,0.0,1,54,5,6,0.0,1.5,1,101,4,139.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,1400,11024,1400.0,91.0,612.0,0,199,5,7,118.0,2.0,10,95,5,186.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,1131,13072,1131.0,63.0,0.0,0,39,5,6,0.0,1.5,3,101,5,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,1141,13072,1141.0,63.0,484.0,1,0,5,6,0.0,1.5,3,95,0,142.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,1158,13072,1158.0,63.0,576.0,2,50,5,6,0.0,2.5,5,96,5,158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,1686,7800,891.0,65.0,462.0,1,245,5,7,172.0,2.5,4,95,4,184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2394,1585,7632,784.0,74.0,449.0,1,177,5,7,96.0,2.5,3,95,4,184.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2395,1837,8304,941.0,70.0,688.0,8,315,5,6,0.0,2.5,7,87,4,187.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2396,1603,7153,761.0,65.0,484.0,14,124,5,6,0.0,2.5,7,82,4,175.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2397,1731,9370,836.0,70.0,462.0,13,616,5,6,0.0,3.5,10,82,3,248.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2398,1398,7175,1398.0,50.0,542.0,15,46,5,6,0.0,3.0,7,80,4,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2399,1217,7175,1217.0,50.0,484.0,15,64,5,6,0.0,2.0,6,81,4,151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2400,1320,9019,636.0,69.22459016393442,472.0,12,40,5,6,0.0,2.5,7,84,4,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2401,1056,8900,1056.0,69.22459016393442,384.0,40,42,4,4,0.0,2.0,11,56,4,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,965,7800,828.0,60.0,300.0,41,421,5,5,0.0,2.0,7,69,0,119.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,988,9100,988.0,70.0,624.0,44,0,4,5,51.0,2.0,7,67,4,129.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,1728,9100,1728.0,70.0,504.0,43,0,5,5,336.0,3.0,11,53,0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2405,1654,8927,0.0,68.0,528.0,29,0,6,6,0.0,2.0,8,67,4,119.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2406,1211,9240,864.0,69.22459016393442,576.0,4,161,6,5,0.0,1.0,3,62,4,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,1212,8471,506.0,88.0,492.0,11,304,7,6,46.0,2.0,7,68,4,151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2408,984,9308,984.0,69.22459016393442,310.0,41,0,5,5,0.0,1.0,7,55,4,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,909,8450,882.0,65.0,294.0,38,155,6,5,90.0,1.0,11,58,4,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,925,8638,925.0,69.22459016393442,484.0,43,277,6,5,0.0,2.0,10,80,4,133.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,1024,13052,1024.0,69.22459016393442,308.0,41,0,6,5,0.0,1.5,1,55,4,120.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,935,13526,935.0,69.22459016393442,288.0,41,180,6,5,114.0,2.0,11,55,4,137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,912,8020,912.0,69.22459016393442,0.0,42,0,6,5,0.0,1.0,4,101,4,124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,1236,6993,912.0,65.0,288.0,12,0,7,5,0.0,1.0,6,51,4,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,941,8789,912.0,69.22459016393442,288.0,39,64,6,5,0.0,1.0,6,57,4,129.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,2646,14330,1748.0,100.0,550.0,32,741,4,7,145.0,4.0,1,64,4,260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2417,2417,16059,1288.0,121.0,462.0,14,209,5,8,284.0,2.5,4,81,4,260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
