Gr Liv Area,Lot Area,Total Bsmt SF,Lot Frontage,Garage Area,House Age,Total Porch SF,Overall Cond,Neighborhood,Overall Qual,MS SubClass,Mas Vnr Area,Total Bathrooms,Mo Sold,Garage Yr Blt,Sale Condition,SalePrice
960,6400,960.0,64.0,392.0,7,179,7,Edwards,5,20,0.0,2.0,12,49,4,131.75
1152,6882,0.0,74.0,0.0,52,0,3,Edwards,4,90,128.0,2.0,9,101,4,61.5
948,10215,864.0,75.0,248.0,53,0,5,Edwards,4,20,132.0,1.0,2,44,4,111.0
1195,8741,1195.0,52.0,0.0,57,118,6,Edwards,5,90,0.0,2.0,7,101,0,98.5
774,4270,544.0,70.0,0.0,1,286,6,Edwards,3,30,0.0,1.0,5,101,4,79.0
865,10042,660.0,62.0,216.0,12,84,8,Edwards,6,40,0.0,2.0,8,11,4,108.5
894,9450,894.0,68.0,400.0,53,0,5,Edwards,4,20,0.0,1.0,5,89,0,110.0
1346,11767,560.0,70.0,384.0,7,192,7,Edwards,4,50,0.0,1.5,5,40,4,112.0
768,8172,768.0,60.0,355.0,52,196,5,Edwards,4,20,0.0,1.0,7,49,4,125.0
864,8172,864.0,60.0,528.0,52,196,5,Edwards,4,20,0.0,2.0,10,86,3,79.275
948,8190,948.0,60.0,280.0,53,36,6,Edwards,4,20,0.0,2.0,10,46,4,119.0
1502,10592,602.0,55.0,180.0,11,261,7,Crawfor,6,70,0.0,1.5,8,14,4,165.0
789,10594,768.0,55.0,200.0,57,112,5,Crawfor,5,45,0.0,1.0,6,17,4,96.5
1422,7223,1290.0,54.0,352.0,57,64,5,Crawfor,5,30,0.0,1.0,4,63,4,136.5
1298,6821,651.0,51.0,240.0,2,384,7,Crawfor,6,50,0.0,2.0,8,84,4,146.5
1768,7200,731.0,60.0,240.0,57,264,7,SWISU,5,50,252.0,2.5,6,30,4,175.0
1098,4000,531.0,63.0,216.0,12,0,8,Crawfor,7,70,0.0,2.0,6,21,4,148.5
1436,6720,585.0,53.0,228.0,57,184,7,Crawfor,6,70,0.0,1.0,4,82,4,141.5
1426,7642,912.0,55.0,216.0,9,240,8,Crawfor,7,50,0.0,1.5,6,16,4,189.95
1461,7155,686.0,53.0,225.0,16,116,8,Crawfor,6,70,0.0,1.0,7,17,4,135.0
1646,7128,918.0,53.0,240.0,57,126,5,Crawfor,7,75,0.0,2.0,8,32,4,164.0
694,4280,440.0,40.0,352.0,5,34,6,Crawfor,5,30,0.0,1.0,3,80,4,90.35
1250,5362,661.0,53.0,552.0,4,323,6,Crawfor,5,50,0.0,2.0,11,75,4,139.0
954,6305,920.0,50.0,240.0,57,0,7,Crawfor,5,30,0.0,1.0,6,29,4,119.75
1958,7136,979.0,82.0,492.0,57,0,6,Crawfor,6,90,423.0,2.0,8,36,4,145.0
2002,6270,1001.0,82.0,871.0,57,0,6,Crawfor,5,90,0.0,2.0,8,39,4,145.0
1718,7230,851.0,60.0,264.0,15,504,7,Crawfor,7,70,0.0,2.5,10,18,4,238.0
1226,13108,0.0,126.0,400.0,56,546,5,Crawfor,5,20,0.0,1.5,6,41,4,153.5
2624,22420,1370.0,86.0,864.0,57,0,6,Crawfor,6,70,0.0,3.5,11,9,4,239.0
3194,12168,965.0,78.0,380.0,9,0,6,Crawfor,8,70,0.0,2.5,9,25,2,359.1
1755,7810,930.0,110.0,231.0,4,40,6,Crawfor,4,50,0.0,2.0,11,21,4,188.0
1991,11275,854.0,69.22459016393442,432.0,57,19,7,Crawfor,6,50,480.0,1.5,3,67,4,220.0
1355,6221,728.0,79.0,528.0,57,144,5,Crawfor,5,190,0.0,2.0,10,56,4,140.0
2727,10570,853.0,70.0,440.0,13,74,8,Crawfor,8,70,0.0,2.5,12,23,4,315.0
2320,7259,1028.0,61.0,180.0,5,224,8,Crawfor,6,70,0.0,3.5,7,35,4,259.5
1839,14442,1477.0,110.0,416.0,3,287,7,Crawfor,6,20,106.0,3.0,6,47,4,257.5
1740,13125,800.0,75.0,240.0,23,0,6,Crawfor,7,70,0.0,1.5,7,31,4,219.5
2259,21000,1809.0,69.22459016393442,450.0,54,478,5,Crawfor,6,20,184.0,3.0,10,43,0,217.0
1560,25485,1560.0,69.22459016393442,580.0,47,659,4,Crawfor,6,20,423.0,1.5,5,50,4,201.0
1488,21579,1488.0,69.22459016393442,552.0,39,216,6,Crawfor,6,20,0.0,2.5,9,58,4,215.0
1045,1782,516.0,24.0,462.0,27,180,6,Blueste,6,160,0.0,1.0,12,70,4,123.9
1680,17871,1680.0,69.22459016393442,628.0,11,152,5,Crawfor,4,20,0.0,2.0,6,86,4,170.0
1020,3907,1004.0,35.0,509.0,19,135,5,Blueste,8,120,0.0,2.0,3,78,4,200.0
1696,20693,1696.0,69.22459016393442,625.0,36,146,5,Crawfor,7,20,652.0,2.0,2,61,4,198.0
2726,18044,279.0,70.0,691.0,21,449,5,Crawfor,8,20,0.0,2.5,8,76,4,315.0
1517,8500,793.0,85.0,0.0,2,144,7,IDOTRR,5,50,0.0,2.0,8,101,4,115.0
1215,7000,720.0,50.0,720.0,57,30,7,IDOTRR,6,50,0.0,1.0,5,55,4,141.0
803,5000,720.0,50.0,360.0,57,244,6,IDOTRR,5,45,0.0,1.0,12,32,4,87.0
1601,7288,936.0,50.0,0.0,4,176,7,IDOTRR,5,50,0.0,2.0,9,101,4,129.85
1123,6060,732.0,50.0,264.0,57,140,5,IDOTRR,4,50,0.0,1.0,6,69,4,100.0
1828,9060,859.0,50.0,0.0,8,386,6,IDOTRR,5,70,0.0,2.0,3,101,2,150.909
816,3672,816.0,46.0,100.0,57,96,7,IDOTRR,5,30,0.0,1.0,9,13,4,75.2
1012,8263,1012.0,59.0,308.0,57,134,5,IDOTRR,6,30,0.0,1.0,5,11,4,118.4
1077,8967,961.0,60.0,338.0,57,0,2,IDOTRR,5,30,0.0,1.0,11,11,0,67.0
1558,13710,910.0,75.0,282.0,57,289,5,IDOTRR,5,50,0.0,1.5,6,40,4,152.0
845,11067,0.0,64.0,256.0,57,48,4,IDOTRR,2,50,0.0,1.0,3,40,4,68.104
1991,8250,957.0,75.0,0.0,1,133,6,IDOTRR,5,190,0.0,2.0,6,101,4,119.6
1073,6565,1073.0,65.0,720.0,27,444,6,IDOTRR,4,20,0.0,2.0,8,75,0,140.0
1001,6060,837.0,60.0,216.0,0,282,9,IDOTRR,5,30,0.0,1.0,11,21,4,124.9
1625,5568,1573.0,59.0,495.0,0,276,5,Crawfor,8,120,473.0,3.5,10,96,5,375.0
1625,4750,1573.0,44.0,538.0,0,276,5,Crawfor,8,120,481.0,3.5,12,96,3,235.0
1299,12150,1001.0,69.22459016393442,486.0,28,306,6,Mitchel,6,85,0.0,3.0,1,69,4,183.5
912,7540,888.0,69.22459016393442,470.0,29,192,6,Mitchel,6,85,0.0,2.0,6,68,4,156.0
1080,9187,1084.0,71.0,484.0,24,278,5,Mitchel,6,20,0.0,1.5,6,73,4,134.0
1392,10000,1441.0,80.0,650.0,5,217,5,Mitchel,5,20,166.0,2.0,12,92,4,215.0
1409,12864,1409.0,44.0,576.0,5,289,5,Mitchel,7,20,0.0,2.5,7,92,4,245.0
1478,9928,1454.0,69.22459016393442,506.0,15,136,5,Mitchel,7,20,0.0,3.0,5,81,4,210.0
918,8750,852.0,69.22459016393442,360.0,32,276,6,Mitchel,7,80,50.0,1.5,3,65,4,148.0
1026,8410,970.0,82.0,528.0,33,193,6,Mitchel,6,85,0.0,2.0,4,64,4,143.0
1501,4054,1501.0,46.0,512.0,20,240,6,Timber,7,120,352.0,3.0,10,77,4,244.0
1502,9763,1502.0,69.22459016393442,286.0,9,0,5,GrnHill,7,120,239.0,2.5,9,88,4,330.0
1328,16905,1350.0,115.0,308.0,48,104,6,Timber,5,20,0.0,2.0,7,49,4,170.0
2279,19958,585.0,149.0,461.0,12,412,8,Timber,6,20,1224.0,2.5,7,48,4,257.0
1689,8368,1689.0,67.0,433.0,0,139,5,Timber,7,20,0.0,2.0,4,97,5,231.713
1484,9037,1476.0,64.0,472.0,1,153,5,Timber,8,20,32.0,2.0,12,96,4,265.9
1571,10991,1571.0,89.0,722.0,0,136,5,Timber,8,20,80.0,2.0,12,97,5,239.0
1646,10656,1638.0,67.0,870.0,0,272,5,Timber,8,20,274.0,2.0,11,97,5,248.9
1240,10331,1265.0,42.0,528.0,22,232,7,Timber,7,20,0.0,2.5,7,75,4,174.0
1717,13758,1156.0,44.0,400.0,16,204,5,Timber,7,50,117.0,2.5,4,80,4,187.5
1756,9303,872.0,69.22459016393442,422.0,10,266,5,Timber,6,60,42.0,3.5,7,86,4,204.0
1312,6718,1267.0,69.22459016393442,471.0,6,284,5,Timber,8,20,86.0,2.0,1,91,4,180.5
1146,9590,868.0,73.0,438.0,4,182,5,Timber,7,80,442.0,3.0,5,93,4,187.5
1922,11305,1922.0,80.0,692.0,5,265,5,Timber,8,20,886.0,3.0,4,92,4,282.0
1491,7777,1491.0,69.22459016393442,571.0,11,35,5,Timber,6,20,203.0,2.0,11,86,4,178.0
1629,14536,1616.0,85.0,808.0,4,252,5,Timber,8,20,236.0,3.0,11,92,4,270.0
2486,11800,1122.0,69.22459016393442,452.0,3,175,5,Timber,7,60,94.0,4.5,7,93,4,279.9
1776,15306,1732.0,93.0,712.0,0,0,5,Timber,8,20,100.0,3.0,5,96,5,283.463
1824,12633,1824.0,85.0,932.0,0,304,5,Timber,10,20,242.0,2.0,9,96,5,392.0
2482,12665,1094.0,88.0,642.0,1,183,5,Timber,8,60,245.0,2.5,2,95,4,281.213
1120,8402,1120.0,70.0,0.0,0,30,5,Mitchel,5,20,0.0,1.0,12,101,5,147.0
936,6710,920.0,62.0,460.0,10,40,5,Mitchel,6,120,134.0,2.5,6,86,4,140.0
1040,25286,1064.0,94.0,648.0,44,0,5,Mitchel,4,20,0.0,2.0,1,53,4,132.25
1632,25000,1632.0,100.0,576.0,40,0,4,Mitchel,5,90,0.0,2.0,6,57,4,143.0
1060,4224,1040.0,44.0,572.0,31,210,7,MeadowV,5,120,0.0,2.0,6,66,4,129.9
1142,4224,1142.0,44.0,528.0,31,626,5,MeadowV,5,120,0.0,2.5,8,66,4,134.0
1092,1504,546.0,21.0,253.0,35,0,4,MeadowV,4,160,0.0,1.5,5,62,4,85.5
992,1533,530.0,69.22459016393442,297.0,37,209,5,MeadowV,4,180,0.0,2.0,7,60,4,106.5
1092,1495,546.0,21.0,0.0,37,64,6,MeadowV,4,160,189.0,1.5,5,101,4,93.9
1092,2001,546.0,21.0,286.0,37,0,5,MeadowV,4,160,80.0,1.5,1,60,4,75.0
630,1936,630.0,21.0,0.0,37,0,6,MeadowV,4,180,0.0,2.0,12,101,4,84.5
1092,1890,546.0,21.0,286.0,31,0,3,MeadowV,4,160,0.0,1.5,4,66,4,75.19
1062,11333,1029.0,69.22459016393442,539.0,31,120,5,Mitchel,6,80,0.0,2.0,5,66,4,146.8
1008,9129,923.0,72.0,678.0,30,267,5,Mitchel,5,85,144.0,2.0,7,67,4,153.5
1432,8286,716.0,68.0,531.0,30,376,7,Mitchel,5,60,0.0,2.5,6,67,4,157.0
796,6723,796.0,50.0,0.0,36,129,7,Mitchel,5,85,0.0,1.5,9,101,4,138.0
768,7244,768.0,54.0,624.0,37,104,7,Mitchel,5,85,0.0,2.0,4,77,4,129.5
1608,27697,1396.0,124.0,444.0,46,190,3,Mitchel,4,20,198.0,1.0,11,51,0,80.0
845,7599,845.0,69.0,360.0,1,0,6,Mitchel,4,20,0.0,2.0,6,77,4,129.5
1178,11000,1090.0,69.22459016393442,502.0,4,132,6,Mitchel,5,20,0.0,2.5,6,66,4,135.0
816,8314,816.0,76.0,264.0,25,168,7,Mitchel,5,20,0.0,1.0,6,72,4,124.5
816,11625,816.0,65.0,264.0,24,330,7,Mitchel,5,20,0.0,2.0,5,73,4,139.0
974,10712,974.0,63.0,0.0,15,28,5,Mitchel,5,20,0.0,1.0,9,101,0,93.5
887,10447,864.0,62.0,288.0,23,140,6,Mitchel,5,20,0.0,1.5,12,74,4,124.5
1293,11027,1178.0,69.22459016393442,452.0,52,280,5,NAmes,6,20,28.0,3.0,5,44,4,149.9
1024,10533,1008.0,85.0,313.0,50,280,6,NAmes,6,20,244.0,2.0,8,46,4,157.5
1797,11765,1617.0,69.22459016393442,963.0,49,0,5,NAmes,5,20,302.0,1.5,6,47,4,169.0
1851,11727,1851.0,90.0,506.0,37,146,6,NAmes,7,20,434.0,2.0,3,59,4,192.1
1525,8238,813.0,60.0,400.0,8,493,5,Gilbert,6,60,0.0,3.5,5,87,4,183.5
2236,13006,964.0,69.22459016393442,642.0,9,0,5,Gilbert,7,60,285.0,2.5,11,87,4,222.0
1671,13041,781.0,69.22459016393442,423.0,11,84,5,Gilbert,6,60,0.0,2.5,2,85,4,170.0
1498,13031,691.0,69.22459016393442,409.0,10,359,5,Gilbert,6,60,0.0,2.5,7,85,4,187.5
1776,9783,821.0,54.0,443.0,10,402,5,Gilbert,6,60,0.0,2.5,5,86,4,202.0
1511,11207,802.0,70.0,413.0,9,170,5,Gilbert,6,60,0.0,3.5,6,87,4,185.0
2462,19378,1392.0,134.0,576.0,0,539,5,Gilbert,7,60,456.0,3.5,3,96,5,320.0
1670,14859,1670.0,50.0,690.0,0,204,5,Gilbert,7,20,27.0,2.0,8,96,5,240.0
2064,13128,1074.0,50.0,527.0,1,119,5,Gilbert,8,60,216.0,2.5,1,95,4,250.0
1801,10463,893.0,72.0,800.0,1,116,5,Gilbert,8,60,0.0,2.5,6,95,4,239.9
2212,13751,1700.0,42.0,773.0,0,390,5,Gilbert,7,60,248.0,3.5,5,96,5,309.0
2687,13108,2062.0,68.0,618.0,12,180,5,StoneBr,8,160,0.0,2.5,12,84,4,270.0
1169,8076,1160.0,69.22459016393442,402.0,12,170,6,Gilbert,6,20,112.0,2.5,7,83,4,183.5
1501,7685,697.0,69.22459016393442,420.0,12,253,5,Gilbert,6,60,112.0,2.5,5,83,4,165.6
1632,9084,935.0,63.0,462.0,8,28,5,Gilbert,7,60,0.0,2.5,6,88,4,176.5
1204,3701,1191.0,30.0,461.0,19,190,5,StoneBr,8,120,0.0,2.0,8,77,4,130.0
1767,5306,1064.0,44.0,504.0,19,476,7,StoneBr,7,160,0.0,3.0,6,77,4,239.0
1742,6563,1742.0,69.22459016393442,564.0,21,376,5,StoneBr,8,120,0.0,3.0,12,75,4,275.0
2798,16023,1398.0,59.0,670.0,0,219,5,StoneBr,9,60,600.0,4.5,3,95,5,457.347
2473,12292,1094.0,63.0,675.0,0,285,5,StoneBr,9,60,184.0,2.5,7,96,5,356.383
2868,16056,1992.0,85.0,716.0,0,322,5,StoneBr,9,60,208.0,3.5,7,95,5,556.581
2576,12438,1234.0,82.0,666.0,0,424,5,StoneBr,8,60,466.0,2.5,7,96,5,361.919
2698,16052,1850.0,82.0,736.0,0,250,5,StoneBr,10,60,734.0,3.5,7,96,5,535.0
2795,15922,1390.0,92.0,660.0,0,374,5,StoneBr,9,60,550.0,3.5,1,95,5,401.179
2945,13682,1410.0,66.0,641.0,0,229,5,StoneBr,10,60,1031.0,3.5,10,96,5,438.78
2320,14762,0.0,69.22459016393442,672.0,56,264,6,Gilbert,5,60,0.0,2.0,5,69,4,169.0
1714,8147,1714.0,60.0,517.0,1,211,5,StoneBr,9,120,230.0,3.0,8,95,4,318.0
1826,11302,1814.0,69.0,758.0,0,375,5,StoneBr,8,20,238.0,3.0,8,95,5,319.0
2000,18261,1910.0,90.0,722.0,1,576,5,StoneBr,9,20,420.0,3.5,9,95,4,470.0
1621,14145,1208.0,91.0,440.0,8,153,7,NWAmes,7,20,0.0,3.0,5,74,4,202.5
2183,13837,1204.0,69.22459016393442,786.0,18,0,5,NWAmes,7,50,178.0,2.5,2,78,4,229.0
2263,16659,795.0,69.22459016393442,539.0,12,250,7,NWAmes,7,60,34.0,3.5,3,67,4,235.0
1574,18800,796.0,69.22459016393442,566.0,30,417,5,NWAmes,6,60,120.0,3.5,7,66,4,190.0
1102,10464,988.0,69.22459016393442,582.0,26,162,6,NWAmes,6,85,130.0,2.0,6,70,4,169.0
1872,10400,1845.0,80.0,604.0,18,236,5,NWAmes,7,20,102.0,2.5,6,78,4,241.5
1857,10530,945.0,81.0,482.0,28,505,5,NWAmes,7,60,68.0,2.5,7,68,4,188.9
1686,10240,1686.0,79.0,612.0,26,515,6,NWAmes,6,20,157.0,3.0,5,70,4,207.5
2784,16692,1392.0,80.0,564.0,28,552,5,NWAmes,7,60,184.0,4.5,7,68,4,250.0
1552,11475,713.0,85.0,434.0,31,417,6,NWAmes,6,60,0.0,3.5,2,65,4,179.9
1083,9927,1047.0,69.22459016393442,596.0,30,484,5,NWAmes,7,85,252.0,2.0,7,66,4,172.0
2318,9512,960.0,75.0,541.0,0,246,5,Somerst,7,60,0.0,3.5,6,95,5,294.323
1875,10530,675.0,81.0,485.0,6,76,6,NWAmes,6,80,248.0,3.0,6,65,4,184.5
1074,10140,1056.0,78.0,495.0,31,88,6,NWAmes,5,20,0.0,2.5,7,65,4,153.5
1664,10140,832.0,78.0,528.0,30,287,5,NWAmes,7,60,0.0,2.5,3,66,4,162.9
1309,10140,1040.0,78.0,484.0,7,265,6,NWAmes,6,20,99.0,2.5,1,64,4,181.0
1103,10000,1103.0,80.0,462.0,32,379,6,NWAmes,6,20,176.0,2.0,6,64,4,155.0
1096,15870,1096.0,69.22459016393442,299.0,37,272,5,NAmes,5,20,0.0,2.0,3,59,0,138.8
864,9353,864.0,71.0,280.0,36,0,5,NAmes,4,20,0.0,1.0,7,62,0,116.05
858,8125,858.0,69.22459016393442,0.0,35,0,4,NAmes,4,20,0.0,1.0,6,101,4,88.0
874,7200,864.0,60.0,576.0,35,63,4,NAmes,4,20,0.0,1.5,3,85,4,97.5
1419,8773,1487.0,26.0,543.0,4,264,5,NAmes,6,120,0.0,3.0,9,92,4,190.0
1092,2760,525.0,24.0,440.0,33,0,5,BrDale,6,160,514.0,1.5,12,63,4,105.5
1365,2160,765.0,24.0,440.0,33,36,6,BrDale,5,160,200.0,1.5,6,63,4,125.5
987,1953,483.0,21.0,264.0,33,72,5,BrDale,6,160,408.0,1.5,6,63,4,83.0
1030,1890,494.0,21.0,264.0,34,0,7,BrDale,6,160,380.0,1.5,7,63,4,116.0
1218,1680,672.0,21.0,0.0,35,201,5,BrDale,6,160,236.0,1.5,4,101,0,91.5
1218,1680,672.0,21.0,264.0,34,28,7,BrDale,6,160,281.0,2.0,5,62,4,118.0
948,1680,483.0,21.0,264.0,34,0,5,BrDale,6,160,504.0,1.5,7,62,4,89.0
1092,1680,525.0,21.0,264.0,34,352,5,BrDale,6,160,504.0,1.5,10,62,4,108.0
987,1680,483.0,21.0,288.0,34,0,5,BrDale,6,160,297.0,1.5,6,62,4,94.5
1069,4043,1069.0,53.0,440.0,31,280,5,NPkVill,6,120,0.0,2.5,7,65,4,146.3
1387,7514,943.0,65.0,300.0,31,240,7,NAmes,5,20,0.0,2.0,9,64,4,145.0
900,7838,864.0,68.0,288.0,39,319,5,NAmes,5,85,0.0,2.0,12,57,4,123.0
1055,2280,1055.0,24.0,319.0,30,29,7,NPkVill,7,120,0.0,3.0,4,66,4,137.5
1456,2179,855.0,24.0,460.0,30,28,5,NPkVill,6,160,0.0,2.5,7,66,4,144.0
1980,16737,1980.0,129.0,770.0,1,239,5,NridgHt,9,20,66.0,3.0,9,94,4,315.0
2589,16387,1738.0,72.0,831.0,0,0,5,NridgHt,9,60,215.0,3.5,8,96,5,412.083
2596,16259,1249.0,111.0,840.0,0,394,5,NridgHt,9,60,370.0,3.5,9,96,5,342.643
1618,16163,1618.0,110.0,880.0,2,0,5,NridgHt,8,20,232.0,2.0,7,94,4,252.0
1740,12228,1721.0,108.0,874.0,0,43,5,NridgHt,7,20,206.0,2.0,9,96,5,293.0
1868,14780,1868.0,120.0,1085.0,1,566,5,NridgHt,9,20,568.0,3.0,6,95,4,415.0
1850,16033,1833.0,98.0,772.0,1,631,5,NridgHt,9,20,378.0,3.0,3,94,4,326.0
2376,14215,1158.0,101.0,853.0,0,394,5,NridgHt,8,60,380.0,3.5,11,95,5,325.3
2452,13418,1117.0,108.0,691.0,1,145,5,NridgHt,8,60,132.0,3.5,9,94,4,309.0
2206,13975,1090.0,120.0,670.0,0,243,5,NridgHt,9,60,525.0,2.5,8,95,5,300.0
2098,10240,1030.0,80.0,878.0,1,244,5,NridgHt,8,60,178.0,2.5,3,95,4,275.5
2091,9942,1606.0,82.0,521.0,0,278,5,NridgHt,9,60,385.0,3.5,5,95,5,338.5
2324,11924,1175.0,85.0,736.0,0,168,5,NridgHt,9,60,286.0,4.0,7,95,5,345.0
2389,10672,1054.0,82.0,672.0,0,240,5,NridgHt,8,60,0.0,2.5,11,96,5,298.236
2358,11643,1524.0,82.0,784.0,0,154,5,NridgHt,8,60,142.0,3.5,8,95,5,329.9
1944,12378,1896.0,90.0,708.0,2,383,5,NridgHt,9,20,0.0,3.0,11,93,4,360.0
1970,11065,1085.0,86.0,753.0,0,251,5,NridgHt,8,60,788.0,2.5,10,96,5,281.0
1792,13758,1792.0,121.0,925.0,0,253,5,NridgHt,9,20,430.0,3.0,3,95,5,372.397
1780,14828,1780.0,131.0,816.0,1,212,5,NridgHt,9,20,674.0,3.0,8,94,4,378.0
1792,11846,1792.0,72.0,874.0,2,255,5,NridgHt,9,20,562.0,3.0,8,93,4,374.0
2728,20431,1848.0,56.0,706.0,0,0,5,NridgHt,9,60,870.0,3.5,4,96,5,437.154
1904,10927,1058.0,74.0,736.0,1,239,5,NridgHt,8,60,280.0,3.5,6,93,4,275.0
1914,13215,1420.0,69.22459016393442,746.0,2,295,5,NridgHt,8,60,112.0,3.5,2,94,4,279.0
1364,7052,1364.0,43.0,484.0,1,228,5,NridgHt,7,120,240.0,3.0,6,95,4,185.85
1565,5911,1560.0,48.0,556.0,1,252,5,NridgHt,9,120,278.0,3.0,3,95,4,282.5
1368,6955,1368.0,48.0,474.0,0,167,5,NridgHt,7,120,94.0,2.0,9,95,5,202.5
1368,6792,1368.0,40.0,474.0,0,167,5,NridgHt,7,120,94.0,2.0,3,95,5,202.665
1686,7740,1686.0,61.0,899.0,0,366,5,NridgHt,9,20,518.0,3.0,6,96,5,332.2
1666,6373,1666.0,48.0,575.0,0,303,5,NridgHt,9,120,572.0,3.0,6,96,5,310.09
1405,3136,1405.0,69.22459016393442,478.0,3,184,5,NridgHt,7,120,163.0,2.0,3,93,4,171.75
1316,10237,1316.0,65.0,397.0,0,123,5,Gilbert,6,20,0.0,2.0,10,95,5,169.99
1456,10237,728.0,65.0,390.0,0,24,5,Gilbert,6,60,0.0,2.5,2,95,5,170.44
1492,10237,738.0,65.0,440.0,0,32,5,Gilbert,7,60,0.0,2.5,9,96,5,169.985
1496,17104,654.0,58.0,426.0,0,124,5,Gilbert,7,60,0.0,3.5,9,96,5,179.665
1863,14054,879.0,58.0,660.0,0,117,5,Gilbert,7,60,0.0,2.5,11,96,5,219.21
1326,11660,1326.0,102.0,427.0,0,100,5,Gilbert,6,20,0.0,2.0,7,96,5,174.19
1456,15578,728.0,105.0,429.0,0,0,5,Gilbert,6,60,0.0,2.5,5,96,5,172.785
2373,11631,1052.0,96.0,632.0,1,166,5,Gilbert,8,60,236.0,2.5,6,94,5,258.0
1492,9073,738.0,75.0,440.0,0,132,5,Gilbert,7,60,0.0,2.5,10,96,5,185.101
1364,3087,1220.0,43.0,437.0,0,116,5,Blmngtn,7,120,14.0,3.0,11,96,5,210.25
1557,3196,1374.0,69.22459016393442,420.0,2,163,5,Blmngtn,7,120,18.0,2.0,10,93,4,234.0
1456,3196,1273.0,69.22459016393442,400.0,3,163,5,Blmngtn,8,120,40.0,2.0,5,93,4,215.0
1511,2938,1368.0,69.22459016393442,398.0,4,160,5,Blmngtn,7,120,40.0,3.0,5,92,4,246.99
1414,3072,1375.0,69.22459016393442,398.0,2,164,5,Blmngtn,7,120,18.0,2.0,5,94,4,178.74
1548,3072,1365.0,69.22459016393442,388.0,2,163,5,Blmngtn,7,120,18.0,3.0,9,94,4,225.0
1248,3010,1248.0,43.0,438.0,0,108,5,Blmngtn,7,120,16.0,2.0,3,95,5,167.24
1142,3010,1142.0,43.0,440.0,0,90,5,Blmngtn,7,120,14.0,2.0,6,95,5,156.82
1506,3013,1362.0,43.0,440.0,1,162,5,Blmngtn,7,120,145.0,2.0,4,95,4,213.49
1567,3982,1520.0,53.0,648.0,0,312,5,Blmngtn,8,120,0.0,3.0,10,96,5,264.561
1500,4045,1356.0,53.0,648.0,0,181,5,Blmngtn,7,120,45.0,3.0,10,96,5,246.578
1838,21930,732.0,60.0,372.0,1,140,5,Gilbert,5,60,0.0,2.5,7,95,4,192.14
1509,7861,783.0,69.22459016393442,393.0,3,175,5,Gilbert,6,60,0.0,3.5,6,92,4,183.2
1414,9056,707.0,74.0,403.0,2,135,5,Gilbert,8,60,0.0,2.5,10,94,4,178.0
1598,9171,848.0,59.0,433.0,1,148,5,Gilbert,7,60,0.0,2.5,7,94,4,201.49
1936,11194,1406.0,106.0,504.0,6,312,5,Gilbert,8,60,40.0,2.5,11,90,4,230.5
1509,7875,783.0,63.0,393.0,3,75,5,Gilbert,7,60,0.0,2.5,7,93,4,180.0
1664,8121,953.0,69.22459016393442,460.0,6,140,5,Gilbert,6,60,0.0,2.5,1,90,4,172.4
1889,8658,982.0,69.22459016393442,431.0,6,0,5,Gilbert,6,60,0.0,2.5,4,90,4,215.0
1886,11214,930.0,69.22459016393442,431.0,7,89,5,Gilbert,7,60,0.0,2.5,7,88,4,199.9
1671,10852,959.0,58.0,472.0,6,38,5,Gilbert,6,60,0.0,3.5,2,90,4,173.0
2322,12104,1035.0,69.22459016393442,617.0,0,445,5,Gilbert,7,60,0.0,3.5,8,96,5,287.602
2291,8738,975.0,66.0,429.0,7,192,5,Gilbert,7,60,302.0,2.5,2,89,4,230.0
2392,9452,1396.0,82.0,870.0,8,70,5,NoRidge,8,60,423.0,3.5,6,87,4,348.0
1976,9660,1044.0,84.0,885.0,8,241,5,NoRidge,8,60,242.0,3.5,2,88,4,286.0
2234,9545,1160.0,83.0,768.0,6,50,5,NoRidge,8,60,322.0,3.5,6,90,4,300.0
2855,9233,1540.0,69.22459016393442,774.0,6,302,5,NoRidge,9,60,877.0,3.5,3,90,4,405.0
1924,12011,1086.0,78.0,592.0,8,657,5,NoRidge,8,60,530.0,3.5,6,88,4,280.0
2263,12090,1141.0,93.0,420.0,8,267,5,NoRidge,8,60,650.0,2.5,7,88,0,258.0
2726,10019,1342.0,83.0,725.0,11,644,5,NoRidge,8,60,397.0,2.5,6,85,4,350.0
2494,10236,1290.0,69.22459016393442,803.0,11,295,5,NoRidge,8,60,501.0,3.5,6,84,4,321.0
2526,10120,1165.0,92.0,844.0,12,387,5,NoRidge,8,60,391.0,3.5,12,84,4,290.0
2799,12585,1286.0,69.22459016393442,704.0,13,568,5,NoRidge,8,60,420.0,3.5,10,83,4,315.0
1964,12447,1100.0,75.0,760.0,0,270,5,Somerst,8,60,192.0,2.5,1,95,5,252.0
2097,20896,2077.0,49.0,1134.0,0,459,5,Somerst,8,20,0.0,2.5,1,95,5,423.0
1660,10182,1660.0,85.0,500.0,0,372,5,Somerst,8,20,420.0,3.0,5,96,5,290.0
1616,8688,1616.0,73.0,834.0,1,267,5,Somerst,7,20,228.0,2.0,4,95,4,232.0
1504,10936,1504.0,85.0,510.0,0,144,5,Somerst,8,20,60.0,2.0,9,96,5,199.0
1278,8640,1278.0,72.0,584.0,0,60,5,Somerst,8,20,0.0,2.0,10,96,5,198.6
2640,13162,2036.0,100.0,792.0,0,265,5,Somerst,9,60,0.0,4.5,11,96,5,405.749
