MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Sale Type,Sale Condition,SalePrice,House Age,Total Bathrooms,Total Porch SF,Log Gr Liv Area
20,RL,85.0,13770,Pave,no_access,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,TA,TA,CBlock,TA,TA,Mn,TA,BLQ,1158.0,GasA,TA,Y,SBrkr,1176,3,1,TA,Typ,2,Gd,Attchd,1958.0,Unf,303.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,10,WD ,Normal,137000,9,2.0,0,7.069874128458572
20,RL,69.22459016393442,9000,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,Slab,no_basement,no_basement,no_basement,no_basement,no_basement,0.0,GasA,TA,N,FuseA,998,3,1,TA,Min2,0,no_fireplace,2Types,1952.0,Unf,460.0,Fa,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,89500,57,1.0,140,6.905753276311464
20,RL,69.22459016393442,11075,Pave,no_access,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,136.0,TA,TA,PConc,Gd,TA,No,TA,LwQ,1190.0,GasA,Ex,Y,SBrkr,1522,3,1,TA,Typ,1,TA,Attchd,1984.0,Fin,552.0,TA,TA,Y,0,no_pool,GdPrv,no_misc,0,2,WD ,Normal,182000,23,2.0,245,7.3277805384216315
60,RL,97.0,10029,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1151.0,GasA,TA,Y,SBrkr,2060,4,1,TA,Typ,1,TA,Attchd,1988.0,Unf,521.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,9,WD ,Normal,211000,18,3.0,420,7.630461261783627
20,RL,69.22459016393442,17541,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,Gd,Mn,Gd,Unf,409.0,GasA,Ex,Y,SBrkr,1325,3,1,Gd,Typ,1,TA,Detchd,1996.0,Unf,576.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,216000,2,2.0,42,7.1891677384203225
20,RL,69.22459016393442,22692,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Unf,1073.0,GasA,TA,Y,SBrkr,1630,3,1,TA,Mod,1,TA,Detchd,1953.0,Unf,649.0,TA,TA,P,0,no_pool,no_fence,no_misc,0,3,COD,Normal,130000,54,2.0,64,7.396335293800808
20,RL,84.0,17808,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Unf,484.0,GasA,TA,N,SBrkr,1242,2,1,TA,Mod,0,no_fireplace,Attchd,1946.0,Unf,336.0,TA,TA,N,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,109900,57,1.0,0,7.124478262493424
20,RL,102.0,12671,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,MetalSd,MetalSd,Stone,300.0,TA,Gd,CBlock,Gd,Fa,No,Fa,Unf,1288.0,GasA,Ex,Y,SBrkr,2422,4,1,Gd,Min2,2,Gd,Attchd,1954.0,Fin,527.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,255000,13,3.0,207,7.792348924113037
20,RL,84.0,12615,Pave,no_access,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,Gd,Unf,1202.0,GasA,TA,Y,SBrkr,2158,4,1,Gd,Typ,1,Gd,Attchd,1950.0,Unf,576.0,TA,TA,Y,0,no_pool,MnPrv,no_misc,0,6,WD ,Normal,243000,6,3.0,68,7.67693714581808
50,RL,70.0,10512,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Unf,988.0,GasA,Ex,Y,SBrkr,1626,3,1,Gd,Typ,0,no_fireplace,Attchd,1954.0,Unf,332.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,154000,53,1.5,366,7.3938782901077555
20,RL,60.0,5400,Pave,no_access,Reg,HLS,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Unf,864.0,GasA,TA,Y,SBrkr,864,3,1,TA,Typ,0,no_fireplace,Attchd,1958.0,Unf,399.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,118000,49,1.5,0,6.761572768804055
30,RL,69.22459016393442,11515,Pave,no_access,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,no_basement,no_basement,no_basement,no_basement,no_basement,0.0,GasA,TA,N,SBrkr,943,3,1,Gd,Min2,0,no_fireplace,Detchd,1958.0,Unf,308.0,TA,TA,N,0,no_pool,no_fence,no_misc,0,8,WD ,Normal,80000,13,1.0,60,6.849066282633458
90,RL,42.0,7711,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,TA,Unf,1440.0,GasA,TA,Y,SBrkr,1440,4,2,TA,Typ,0,no_fireplace,no_garage,no_garage,no_garage,0.0,no_garage,no_garage,N,0,no_pool,no_fence,no_misc,0,8,Oth,Abnorml,150000,30,4.0,321,7.272398392570047
30,RL,58.0,9098,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,TA,Unf,528.0,GasA,Ex,Y,SBrkr,605,2,1,TA,Typ,0,no_fireplace,no_garage,no_garage,no_garage,0.0,no_garage,no_garage,N,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,86000,5,2.0,144,6.405228458030842
120,RL,39.0,3869,Pave,no_access,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,TwnhsE,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,149.0,Gd,Ex,CBlock,TA,TA,No,TA,GLQ,1038.0,GasA,Gd,Y,SBrkr,1038,2,1,TA,Typ,0,no_fireplace,Attchd,1984.0,RFn,264.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,130000,23,2.0,105,6.945051063725834
20,RL,58.0,9280,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,TA,Unf,1342.0,GasA,Ex,Y,SBrkr,1342,4,1,TA,Typ,0,no_fireplace,Detchd,1951.0,Unf,256.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,4,WD ,Normal,125000,56,2.0,0,7.201916317531627
50,RL,60.0,11100,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,TA,Unf,1080.0,GasA,TA,N,SBrkr,1480,4,1,TA,Typ,1,Gd,Attchd,1951.0,Unf,253.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,136500,13,2.0,68,7.299797366758161
50,RL,50.0,7550,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Fa,Unf,951.0,GasW,Fa,N,SBrkr,1362,4,1,TA,Typ,0,no_fireplace,Detchd,1920.0,Unf,280.0,Fa,TA,P,0,no_pool,MnPrv,no_misc,0,3,WD ,Normal,96000,57,2.0,0,7.216709486709457
20,RL,60.0,9060,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,no_basement,no_basement,no_basement,no_basement,no_basement,0.0,GasA,Ex,Y,SBrkr,1340,3,1,TA,Typ,1,Gd,Attchd,1957.0,RFn,252.0,TA,TA,Y,0,no_pool,MnPrv,no_misc,0,6,WD ,Normal,120000,1,1.0,296,7.200424892944957
20,RL,114.0,10357,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,TA,Unf,910.0,GasA,Gd,Y,SBrkr,1442,3,1,Gd,Typ,1,TA,Attchd,1990.0,Fin,719.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,179900,16,3.0,244,7.273786317844895
60,RL,116.0,13474,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,Gd,TA,CBlock,Gd,TA,No,TA,Unf,700.0,GasA,Gd,Y,SBrkr,2243,4,1,Gd,Typ,1,TA,Attchd,1990.0,RFn,746.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,225000,16,3.5,395,7.715569534520208
60,RL,86.0,10380,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,TA,Gd,TA,ALQ,1502.0,GasA,Ex,Y,SBrkr,2730,4,1,Gd,Typ,1,TA,Attchd,1987.0,Fin,576.0,TA,TA,Y,0,no_pool,MnPrv,no_misc,0,8,WD ,Normal,301000,20,3.5,297,7.912056888179006
60,RL,103.0,13125,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Ex,TA,Mn,TA,GLQ,1104.0,GasA,Ex,Y,SBrkr,2127,4,1,Gd,Typ,1,TA,Attchd,1991.0,RFn,833.0,TA,TA,Y,0,no_pool,GdPrv,no_misc,0,11,WD ,Normal,238000,16,3.5,488,7.6624678152002375
60,RL,82.0,11287,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,TA,Unf,807.0,GasA,Gd,Y,SBrkr,1982,3,1,Gd,Typ,1,TA,Attchd,1989.0,Fin,575.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,1,WD ,Normal,228500,18,2.5,280,7.591861714889934
60,RL,75.0,9317,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,Gd,Unf,779.0,GasA,Ex,Y,SBrkr,1958,3,1,Gd,Typ,1,TA,Attchd,1994.0,RFn,499.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,220000,6,3.5,295,7.579678823090456
60,RL,77.0,9965,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,TA,Unf,1264.0,GasA,Ex,Y,SBrkr,2696,4,1,Ex,Typ,1,Gd,BuiltIn,2007.0,Fin,792.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,10,New,Partial,383970,0,3.5,472,7.899524472032198
60,RL,77.0,9965,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,TA,Gd,TA,Unf,1466.0,GasA,Ex,Y,SBrkr,2828,4,1,Gd,Typ,1,TA,BuiltIn,2006.0,RFn,1052.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,4,New,Partial,424870,0,4.0,269,7.947325027016463
20,RL,71.0,9178,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,TA,Unf,1643.0,GasA,Ex,Y,SBrkr,1651,3,1,Gd,Typ,1,Gd,Attchd,2007.0,Fin,870.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,9,New,Partial,250000,0,2.0,268,7.409136443920128
20,RL,93.0,10481,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,TA,Unf,2140.0,GasA,Ex,Y,SBrkr,2140,3,1,Gd,Typ,0,no_fireplace,Attchd,2006.0,Fin,894.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,New,Partial,360000,0,2.5,168,7.668561108015897
20,RL,91.0,10652,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,TA,Unf,1494.0,GasA,Ex,Y,SBrkr,1494,3,1,Gd,Typ,1,Gd,Attchd,2006.0,RFn,840.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,New,Partial,279500,0,2.0,193,7.309212365692763
20,RL,103.0,11175,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,TA,Unf,1316.0,GasA,Ex,Y,SBrkr,1316,3,1,Gd,Typ,1,Gd,Attchd,2007.0,Fin,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,10,New,Partial,200141,0,2.0,20,7.182352111885263
20,RL,66.0,10235,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,TA,Unf,1643.0,GasA,Ex,Y,SBrkr,1651,3,1,Gd,Typ,1,Gd,Attchd,2007.0,RFn,870.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,9,New,Partial,246500,0,2.0,256,7.409136443920128
60,RL,69.0,9588,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,TA,Unf,1482.0,GasA,Ex,Y,SBrkr,2574,3,1,Ex,Typ,1,Gd,BuiltIn,2007.0,Fin,868.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,11,New,Partial,276000,0,2.5,148,7.853216388156072
20,RL,68.0,8814,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1274.0,GasA,Ex,Y,SBrkr,1274,3,1,Gd,Typ,0,no_fireplace,Attchd,2005.0,RFn,508.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,1,New,Partial,203000,0,3.0,362,7.149916836132109
60,RL,85.0,11103,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,728.0,GasA,Ex,Y,SBrkr,1456,3,1,Gd,Typ,1,TA,Attchd,2006.0,Fin,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,New,Partial,155835,1,2.5,0,7.283448228756631
20,RL,74.0,8556,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,TA,Unf,1240.0,GasA,Ex,Y,SBrkr,1240,2,1,Gd,Typ,0,no_fireplace,Attchd,2006.0,RFn,826.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,194000,1,2.0,233,7.122866658599083
20,RL,64.0,6762,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1208.0,GasA,Ex,Y,SBrkr,1208,2,1,Gd,Typ,0,no_fireplace,Attchd,2007.0,RFn,628.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,9,New,Partial,195400,0,3.0,159,7.0967213784947605
20,RL,75.0,11750,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Gd,TA,Mn,TA,Unf,1546.0,GasA,Ex,Y,SBrkr,1546,3,1,Gd,Typ,0,no_fireplace,Attchd,2005.0,RFn,796.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,217000,1,2.0,186,7.343426229147367
20,RL,73.0,8760,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1489.0,GasA,Ex,Y,SBrkr,1500,3,1,Gd,Typ,1,Gd,Attchd,2005.0,RFn,674.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,212999,1,2.0,182,7.313220387090301
20,RL,64.0,7242,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1270.0,GasA,Ex,Y,SBrkr,1270,2,1,Gd,Typ,0,no_fireplace,Attchd,2005.0,RFn,524.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,175900,1,2.0,96,7.146772179452637
60,RL,78.0,9316,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,TA,Unf,879.0,GasA,Ex,Y,SBrkr,1795,3,1,Gd,Typ,0,no_fireplace,Attchd,2005.0,RFn,578.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,10,WD ,Normal,191000,1,2.5,275,7.492760300922379
20,RL,78.0,9317,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1314.0,GasA,Gd,Y,SBrkr,1314,3,1,Gd,Typ,1,Gd,Attchd,2006.0,RFn,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,3,WD ,Normal,176432,1,2.0,22,7.1808311990445555
60,RL,69.22459016393442,14364,Pave,no_access,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,TA,Unf,1157.0,GasA,Ex,Y,SBrkr,2062,3,1,TA,Typ,1,Gd,Attchd,1988.0,Fin,454.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,4,WD ,Normal,277000,18,3.5,269,7.631431664576906
60,RL,69.22459016393442,8883,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,Gd,TA,PConc,Gd,TA,No,TA,LwQ,929.0,GasA,Ex,Y,SBrkr,1873,3,1,Gd,Typ,1,TA,Attchd,1988.0,RFn,619.0,TA,TA,Y,0,no_pool,GdPrv,no_misc,0,5,WD ,Normal,207000,19,3.5,300,7.5352967024440884
60,RL,69.22459016393442,12205,Pave,no_access,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,Fa,Unf,832.0,GasA,Gd,Y,SBrkr,2087,5,1,Gd,Typ,0,no_fireplace,Attchd,1966.0,Fin,444.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,187500,0,2.5,301,7.643482907077201
20,RL,69.22459016393442,14217,Pave,no_access,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,TA,Unf,1022.0,GasA,Gd,Y,SBrkr,1022,3,1,TA,Typ,0,no_fireplace,Detchd,1995.0,Unf,747.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,WD ,Normal,139500,13,1.5,0,6.92951677076365
20,RL,65.0,8775,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,TA,Unf,990.0,GasA,Gd,Y,SBrkr,990,3,1,TA,Typ,0,no_fireplace,Attchd,1996.0,Unf,299.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,4,WD ,Normal,126000,13,1.0,64,6.897704943128636
20,RL,105.0,11249,Pave,no_access,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,Gd,BLQ,1200.0,GasA,Ex,Y,SBrkr,1200,3,1,Gd,Typ,0,no_fireplace,Attchd,1995.0,RFn,521.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,WD ,Normal,177500,12,3.0,26,7.090076835776092
60,RL,57.0,10021,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,TA,Unf,635.0,GasA,Ex,Y,SBrkr,1308,3,1,Gd,Typ,0,no_fireplace,Attchd,1997.0,RFn,497.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,175000,1,3.5,196,7.176254532017144
60,RL,69.22459016393442,9531,Pave,no_access,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,TA,Unf,794.0,GasA,Ex,Y,SBrkr,1796,3,1,TA,Typ,0,no_fireplace,Attchd,1998.0,RFn,546.0,TA,TA,Y,0,no_pool,MnPrv,no_misc,0,5,WD ,Normal,211000,9,3.5,36,7.493317248862145
20,RL,60.0,8428,Pave,no_access,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,Gd,Unf,990.0,GasA,Ex,Y,SBrkr,990,3,1,TA,Typ,0,no_fireplace,Detchd,1995.0,Unf,384.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,146000,13,2.0,256,6.897704943128636
20,RL,70.0,16561,Pave,no_access,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,TA,Unf,1097.0,GasA,Ex,Y,SBrkr,1097,3,1,TA,Typ,0,no_fireplace,Attchd,1996.0,Unf,242.0,TA,TA,Y,0,no_pool,GdPrv,no_misc,0,7,WD ,Normal,147900,11,2.5,306,7.00033446027523
20,RL,60.0,8070,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,TA,Unf,990.0,GasA,Ex,Y,SBrkr,990,3,1,TA,Typ,0,no_fireplace,no_garage,no_garage,no_garage,0.0,no_garage,no_garage,Y,0,no_pool,no_fence,no_misc,0,8,WD ,Normal,123600,12,2.0,0,6.897704943128636
60,RL,69.0,9337,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,TA,Unf,824.0,GasA,Ex,Y,SBrkr,1786,3,1,Gd,Typ,0,no_fireplace,Attchd,1997.0,RFn,684.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,204750,10,3.5,162,7.487733761436444
